country,dystopia_residual,economy,family,freedom,generosity,rank,score,health,lower_confidence,lower_whisker,region,standard_error,trust,upper_confidence,upper_whisker,year
North Cyprus,NULL,1.263,1.252,0.417,0.191,64,5.718,1.042,NULL,NULL,Western Europe,NULL,0.162,NULL,NULL,2019
Peru,NULL,0.96,1.274,0.455,0.083,65,5.697,0.854,NULL,NULL,Latin America and Caribbean,NULL,0.027,NULL,NULL,2019
Portugal,NULL,1.221,1.431,0.508,0.047,66,5.693,0.999,NULL,NULL,Western Europe,NULL,0.025,NULL,NULL,2019
Pakistan,NULL,0.677,0.886,0.313,0.22,67,5.653,0.535,NULL,NULL,Southern Asia,NULL,0.098,NULL,NULL,2019
Russia,NULL,1.183,1.452,0.334,0.082,68,5.648,0.726,NULL,NULL,Central and Eastern Europe,NULL,0.031,NULL,NULL,2019
Philippines,NULL,0.807,1.293,0.558,0.117,69,5.631,0.657,NULL,NULL,Southeastern Asia,NULL,0.107,NULL,NULL,2019
Serbia,NULL,1.004,1.383,0.282,0.137,70,5.603,0.854,NULL,NULL,Central and Eastern Europe,NULL,0.039,NULL,NULL,2019
Moldova,NULL,0.685,1.328,0.245,0.181,71,5.529,0.739,NULL,NULL,Central and Eastern Europe,NULL,0,NULL,NULL,2019
Libya,NULL,1.044,1.303,0.416,0.133,72,5.525,0.673,NULL,NULL,Middle East and Northern Africa,NULL,0.152,NULL,NULL,2019
Montenegro,NULL,1.051,1.361,0.197,0.142,73,5.523,0.871,NULL,NULL,Central and Eastern Europe,NULL,0.08,NULL,NULL,2019
Tajikistan,NULL,0.493,1.098,0.389,0.23,74,5.467,0.718,NULL,NULL,Central and Eastern Europe,NULL,0.144,NULL,NULL,2019
Croatia,NULL,1.155,1.266,0.296,0.119,75,5.432,0.914,NULL,NULL,Central and Eastern Europe,NULL,0.022,NULL,NULL,2019
Hong Kong,NULL,1.438,1.277,0.44,0.258,76,5.43,1.122,NULL,NULL,Eastern Asia,NULL,0.287,NULL,NULL,2019
Dominican Republic,NULL,1.015,1.401,0.497,0.113,77,5.425,0.779,NULL,NULL,Latin America and Caribbean,NULL,0.101,NULL,NULL,2019
Bosnia and Herzegovina,NULL,0.945,1.212,0.212,0.263,78,5.386,0.845,NULL,NULL,Central and Eastern Europe,NULL,0.006,NULL,NULL,2019
Turkey,NULL,1.183,1.36,0.195,0.083,79,5.373,0.808,NULL,NULL,Middle East and Northern Africa,NULL,0.106,NULL,NULL,2019
Malaysia,NULL,1.221,1.171,0.508,0.26,80,5.339,0.828,NULL,NULL,Southeastern Asia,NULL,0.024,NULL,NULL,2019
Belarus,NULL,1.067,1.465,0.235,0.094,81,5.323,0.789,NULL,NULL,Central and Eastern Europe,NULL,0.142,NULL,NULL,2019
Greece,NULL,1.181,1.156,0.067,0,82,5.287,0.999,NULL,NULL,Western Europe,NULL,0.034,NULL,NULL,2019
Mongolia,NULL,0.948,1.531,0.317,0.235,83,5.285,0.667,NULL,NULL,Eastern Asia,NULL,0.038,NULL,NULL,2019
North Macedonia,NULL,0.983,1.294,0.345,0.185,84,5.274,0.838,NULL,NULL,Central and Eastern Europe,NULL,0.034,NULL,NULL,2019
Nigeria,NULL,0.696,1.111,0.426,0.215,85,5.265,0.245,NULL,NULL,Sub-Saharan Africa,NULL,0.041,NULL,NULL,2019
Kyrgyzstan,NULL,0.551,1.438,0.508,0.3,86,5.261,0.723,NULL,NULL,Central and Eastern Europe,NULL,0.023,NULL,NULL,2019
Turkmenistan,NULL,1.052,1.538,0.394,0.244,87,5.247,0.657,NULL,NULL,Central and Eastern Europe,NULL,0.028,NULL,NULL,2019
Algeria,NULL,1.002,1.16,0.086,0.073,88,5.211,0.785,NULL,NULL,Middle East and Northern Africa,NULL,0.114,NULL,NULL,2019
Morocco,NULL,0.801,0.782,0.418,0.036,89,5.208,0.782,NULL,NULL,Middle East and Northern Africa,NULL,0.076,NULL,NULL,2019
Azerbaijan,NULL,1.043,1.147,0.351,0.035,90,5.208,0.769,NULL,NULL,Central and Eastern Europe,NULL,0.182,NULL,NULL,2019
Lebanon,NULL,0.987,1.224,0.216,0.166,91,5.197,0.815,NULL,NULL,Middle East and Northern Africa,NULL,0.027,NULL,NULL,2019
Indonesia,NULL,0.931,1.203,0.491,0.498,92,5.192,0.66,NULL,NULL,Southeastern Asia,NULL,0.028,NULL,NULL,2019
China,NULL,1.029,1.125,0.521,0.058,93,5.191,0.893,NULL,NULL,Eastern Asia,NULL,0.1,NULL,NULL,2019
Vietnam,NULL,0.741,1.346,0.543,0.147,94,5.175,0.851,NULL,NULL,Southeastern Asia,NULL,0.073,NULL,NULL,2019
Bhutan,NULL,0.813,1.321,0.457,0.37,95,5.082,0.604,NULL,NULL,Southern Asia,NULL,0.167,NULL,NULL,2019
Cameroon,NULL,0.549,0.91,0.381,0.187,96,5.044,0.331,NULL,NULL,Sub-Saharan Africa,NULL,0.037,NULL,NULL,2019
Bulgaria,NULL,1.092,1.513,0.311,0.081,97,5.011,0.815,NULL,NULL,Central and Eastern Europe,NULL,0.004,NULL,NULL,2019
Ghana,NULL,0.611,0.868,0.381,0.245,98,4.996,0.486,NULL,NULL,Sub-Saharan Africa,NULL,0.04,NULL,NULL,2019
Ivory Coast,NULL,0.569,0.808,0.352,0.154,99,4.944,0.232,NULL,NULL,Sub-Saharan Africa,NULL,0.09,NULL,NULL,2019
Nepal,NULL,0.446,1.226,0.439,0.285,100,4.913,0.677,NULL,NULL,Southern Asia,NULL,0.089,NULL,NULL,2019
Jordan,NULL,0.837,1.225,0.383,0.11,101,4.906,0.815,NULL,NULL,Middle East and Northern Africa,NULL,0.13,NULL,NULL,2019
Benin,NULL,0.393,0.437,0.349,0.175,102,4.883,0.397,NULL,NULL,Sub-Saharan Africa,NULL,0.082,NULL,NULL,2019
Congo (Brazzaville),NULL,0.673,0.799,0.372,0.105,103,4.812,0.508,NULL,NULL,Sub-Saharan Africa,NULL,0.093,NULL,NULL,2019
Gabon,NULL,1.057,1.183,0.295,0.043,104,4.799,0.571,NULL,NULL,Sub-Saharan Africa,NULL,0.055,NULL,NULL,2019
Laos,NULL,0.764,1.03,0.547,0.266,105,4.796,0.551,NULL,NULL,Southeastern Asia,NULL,0.164,NULL,NULL,2019
South Africa,NULL,0.96,1.351,0.389,0.13,106,4.722,0.469,NULL,NULL,Sub-Saharan Africa,NULL,0.055,NULL,NULL,2019
Albania,NULL,0.947,0.848,0.383,0.178,107,4.719,0.874,NULL,NULL,Central and Eastern Europe,NULL,0.027,NULL,NULL,2019
Venezuela,NULL,0.96,1.427,0.154,0.064,108,4.707,0.805,NULL,NULL,Latin America and Caribbean,NULL,0.047,NULL,NULL,2019
Cambodia,NULL,0.574,1.122,0.609,0.232,109,4.7,0.637,NULL,NULL,Southeastern Asia,NULL,0.062,NULL,NULL,2019
Palestinian Territories,NULL,0.657,1.247,0.225,0.103,110,4.696,0.672,NULL,NULL,Middle East and Northern Africa,NULL,0.066,NULL,NULL,2019
Senegal,NULL,0.45,1.134,0.292,0.153,111,4.681,0.571,NULL,NULL,Sub-Saharan Africa,NULL,0.072,NULL,NULL,2019
Somalia,NULL,0,0.698,0.559,0.243,112,4.668,0.268,NULL,NULL,Sub-Saharan Africa,NULL,0.27,NULL,NULL,2019
Namibia,NULL,0.879,1.313,0.401,0.07,113,4.639,0.477,NULL,NULL,Sub-Saharan Africa,NULL,0.056,NULL,NULL,2019
Niger,NULL,0.138,0.774,0.318,0.188,114,4.628,0.366,NULL,NULL,Sub-Saharan Africa,NULL,0.102,NULL,NULL,2019
Burkina Faso,NULL,0.331,1.056,0.255,0.177,115,4.587,0.38,NULL,NULL,Sub-Saharan Africa,NULL,0.113,NULL,NULL,2019
Armenia,NULL,0.85,1.055,0.283,0.095,116,4.559,0.815,NULL,NULL,Central and Eastern Europe,NULL,0.064,NULL,NULL,2019
Iran,NULL,1.1,0.842,0.305,0.27,117,4.548,0.785,NULL,NULL,Middle East and Northern Africa,NULL,0.125,NULL,NULL,2019
Guinea,NULL,0.38,0.829,0.332,0.207,118,4.534,0.375,NULL,NULL,Sub-Saharan Africa,NULL,0.086,NULL,NULL,2019
Georgia,NULL,0.886,0.666,0.346,0.043,119,4.519,0.752,NULL,NULL,Central and Eastern Europe,NULL,0.164,NULL,NULL,2019
Gambia,NULL,0.308,0.939,0.382,0.269,120,4.516,0.428,NULL,NULL,Sub-Saharan Africa,NULL,0.167,NULL,NULL,2019
Kenya,NULL,0.512,0.983,0.431,0.372,121,4.509,0.581,NULL,NULL,Sub-Saharan Africa,NULL,0.053,NULL,NULL,2019
Mauritania,NULL,0.57,1.167,0.066,0.106,122,4.49,0.489,NULL,NULL,Sub-Saharan Africa,NULL,0.088,NULL,NULL,2019
Mozambique,NULL,0.204,0.986,0.494,0.197,123,4.466,0.39,NULL,NULL,Sub-Saharan Africa,NULL,0.138,NULL,NULL,2019
Tunisia,NULL,0.921,1,0.167,0.059,124,4.461,0.815,NULL,NULL,Middle East and Northern Africa,NULL,0.055,NULL,NULL,2019
Bangladesh,NULL,0.562,0.928,0.527,0.166,125,4.456,0.723,NULL,NULL,Southern Asia,NULL,0.143,NULL,NULL,2019
Iraq,NULL,1.043,0.98,0.241,0.148,126,4.437,0.574,NULL,NULL,Middle East and Northern Africa,NULL,0.089,NULL,NULL,2019
Congo (Kinshasa),NULL,0.094,1.125,0.269,0.212,127,4.418,0.357,NULL,NULL,Sub-Saharan Africa,NULL,0.053,NULL,NULL,2019
Mali,NULL,0.385,1.105,0.327,0.153,128,4.39,0.308,NULL,NULL,Sub-Saharan Africa,NULL,0.052,NULL,NULL,2019
Sierra Leone,NULL,0.268,0.841,0.309,0.252,129,4.374,0.242,NULL,NULL,Sub-Saharan Africa,NULL,0.045,NULL,NULL,2019
Sri Lanka,NULL,0.949,1.265,0.47,0.244,130,4.366,0.831,NULL,NULL,Southern Asia,NULL,0.047,NULL,NULL,2019
Myanmar,NULL,0.71,1.181,0.525,0.566,131,4.36,0.555,NULL,NULL,Southeastern Asia,NULL,0.172,NULL,NULL,2019
Chad,NULL,0.35,0.766,0.174,0.198,132,4.35,0.192,NULL,NULL,Sub-Saharan Africa,NULL,0.078,NULL,NULL,2019
Ukraine,NULL,0.82,1.39,0.178,0.187,133,4.332,0.739,NULL,NULL,Central and Eastern Europe,NULL,0.01,NULL,NULL,2019
Ethiopia,NULL,0.336,1.033,0.344,0.209,134,4.286,0.532,NULL,NULL,Sub-Saharan Africa,NULL,0.1,NULL,NULL,2019
Swaziland,NULL,0.811,1.149,0.313,0.074,135,4.212,0,NULL,NULL,Sub-Saharan Africa,NULL,0.135,NULL,NULL,2019
Uganda,NULL,0.332,1.069,0.356,0.252,136,4.189,0.443,NULL,NULL,Sub-Saharan Africa,NULL,0.06,NULL,NULL,2019
Egypt,NULL,0.913,1.039,0.241,0.076,137,4.166,0.644,NULL,NULL,Middle East and Northern Africa,NULL,0.067,NULL,NULL,2019
Zambia,NULL,0.578,1.058,0.431,0.247,138,4.107,0.426,NULL,NULL,Sub-Saharan Africa,NULL,0.087,NULL,NULL,2019
Togo,NULL,0.275,0.572,0.293,0.177,139,4.085,0.41,NULL,NULL,Sub-Saharan Africa,NULL,0.085,NULL,NULL,2019
India,NULL,0.755,0.765,0.498,0.2,140,4.015,0.588,NULL,NULL,Southern Asia,NULL,0.085,NULL,NULL,2019
Liberia,NULL,0.073,0.922,0.37,0.233,141,3.975,0.443,NULL,NULL,Sub-Saharan Africa,NULL,0.033,NULL,NULL,2019
Comoros,NULL,0.274,0.757,0.142,0.275,142,3.973,0.505,NULL,NULL,Sub-Saharan Africa,NULL,0.078,NULL,NULL,2019
Madagascar,NULL,0.274,0.916,0.148,0.169,143,3.933,0.555,NULL,NULL,Sub-Saharan Africa,NULL,0.041,NULL,NULL,2019
Lesotho,NULL,0.489,1.169,0.359,0.107,144,3.802,0.168,NULL,NULL,Sub-Saharan Africa,NULL,0.093,NULL,NULL,2019
Burundi,NULL,0.046,0.447,0.22,0.176,145,3.775,0.38,NULL,NULL,Sub-Saharan Africa,NULL,0.18,NULL,NULL,2019
Zimbabwe,NULL,0.366,1.114,0.361,0.151,146,3.663,0.433,NULL,NULL,Sub-Saharan Africa,NULL,0.089,NULL,NULL,2019
Haiti,NULL,0.323,0.688,0.026,0.419,147,3.597,0.449,NULL,NULL,Latin America and Caribbean,NULL,0.11,NULL,NULL,2019
Botswana,NULL,1.041,1.145,0.455,0.025,148,3.488,0.538,NULL,NULL,Sub-Saharan Africa,NULL,0.1,NULL,NULL,2019
Syria,NULL,0.619,0.378,0.013,0.331,149,3.462,0.44,NULL,NULL,Middle East and Northern Africa,NULL,0.141,NULL,NULL,2019
Malawi,NULL,0.191,0.56,0.443,0.218,150,3.41,0.495,NULL,NULL,Sub-Saharan Africa,NULL,0.089,NULL,NULL,2019
Yemen,NULL,0.287,1.163,0.143,0.108,151,3.38,0.463,NULL,NULL,Middle East and Northern Africa,NULL,0.077,NULL,NULL,2019
Rwanda,NULL,0.359,0.711,0.555,0.217,152,3.334,0.614,NULL,NULL,Sub-Saharan Africa,NULL,0.411,NULL,NULL,2019
Tanzania,NULL,0.476,0.885,0.417,0.276,153,3.231,0.499,NULL,NULL,Sub-Saharan Africa,NULL,0.147,NULL,NULL,2019
Afghanistan,NULL,0.35,0.517,0,0.158,154,3.203,0.361,NULL,NULL,Southern Asia,NULL,0.025,NULL,NULL,2019
Central African Republic,NULL,0.026,0,0.225,0.235,155,3.083,0.105,NULL,NULL,Sub-Saharan Africa,NULL,0.035,NULL,NULL,2019
South Sudan,NULL,0.306,0.575,0.01,0.202,156,2.853,0.295,NULL,NULL,Sub-Saharan Africa,NULL,0.091,NULL,NULL,2019
Finland,2.762835026,1.285189509,1.499525905,0.66231674,0.159670442,1,7.808700085,0.961271405,NULL,7.747633934,Western Europe,0.031156305,0.477857262,NULL,7.869766235,2020
Denmark,2.432740688,1.326948524,1.503449202,0.665039897,0.242793396,2,7.645599842,0.979332566,NULL,7.579955101,Western Europe,0.033492286,0.495260328,NULL,7.711244583,2020
Switzerland,2.35026741,1.39077425,1.472403407,0.62895447,0.269055754,3,7.559899807,1.040533185,NULL,7.491271973,Western Europe,0.035014171,0.407945901,NULL,7.628527641,2020
Iceland,2.460688114,1.326501608,1.547567487,0.661980748,0.362330228,4,7.504499912,1.000843406,NULL,7.387652874,Western Europe,0.059615862,0.144540772,NULL,7.621346951,2020
Norway,2.168266296,1.42420733,1.495172501,0.670200884,0.287985086,5,7.487999916,1.008071899,NULL,7.419718742,Western Europe,0.034837384,0.434100568,NULL,7.55628109,2020
Netherlands,2.352117062,1.338946342,1.463645935,0.61362648,0.336317569,6,7.448900223,0.975675344,NULL,7.394428253,Western Europe,0.02779175,0.368569762,NULL,7.503372192,2020
Sweden,2.246299267,1.322235227,1.433347702,0.650297701,0.272827893,7,7.353499889,0.986470461,NULL,7.282480717,Western Europe,0.036234196,0.442066371,NULL,7.424519062,2020
New Zealand,2.128108025,1.242317915,1.48721838,0.646789908,0.325726211,8,7.299600124,1.008138299,NULL,7.222247601,Australia and New Zealand,0.039465468,0.461268276,NULL,7.376952648,2020
Austria,2.398446083,1.317285538,1.437444925,0.603368878,0.255509764,9,7.294199944,1.000933528,NULL,7.228804111,Western Europe,0.033365164,0.281256139,NULL,7.359595776,2020
Luxembourg,2.153700352,1.536676049,1.387528419,0.610137045,0.19595392,10,7.237500191,0.986442685,NULL,7.177030563,Western Europe,0.030851794,0.367041469,NULL,7.297969818,2020
Canada,2.195269108,1.301647663,1.435391903,0.644028127,0.28152892,11,7.23210001,1.022501945,NULL,7.152905464,North America,0.04040546,0.351701856,NULL,7.311294556,2020
Australia,2.129804134,1.310396433,1.477146268,0.621877193,0.324973613,12,7.222799778,1.022607684,NULL,7.140791416,Australia and New Zealand,0.041841116,0.335996419,NULL,7.30480814,2020
United Kingdom,2.236721992,1.273061037,1.457844973,0.525168657,0.373433441,13,7.164500237,0.97570008,NULL,7.091662884,Western Europe,0.037161909,0.322601646,NULL,7.237337589,2020
Israel,2.713358402,1.216463685,1.403256774,0.420699477,0.266861796,14,7.128600121,1.008052945,NULL,7.045270443,Middle East and Northern Africa,0.042515181,0.09989845,NULL,7.211929798,2020
Costa Rica,2.953135014,0.981107712,1.374853611,0.645017743,0.131266311,15,7.121399879,0.939635336,NULL,7.033560276,Latin America and Caribbean,0.044816118,0.096362092,NULL,7.209239483,2020
Ireland,1.943878174,1.446886778,1.470596433,0.587779939,0.295426995,16,7.093699932,0.975670695,NULL,7.01556778,Western Europe,0.039863452,0.373433262,NULL,7.171832085,2020
Germany,2.295249462,1.314184546,1.368543744,0.564274132,0.252037704,17,7.075799942,0.972114801,NULL,7.00600481,Western Europe,0.035609804,0.309362292,NULL,7.145595074,2020
United States,2.344124794,1.37398684,1.404786706,0.534608245,0.298143059,18,6.939599991,0.831618011,NULL,6.846860409,North America,0.047316168,0.152284741,NULL,7.032339573,2020
Czech Republic,2.796808243,1.212322354,1.40528667,0.505744576,0.046325929,19,6.910900116,0.89456445,NULL,6.826833248,Central and Eastern Europe,0.042891297,0.049803223,NULL,6.994966984,2020
Belgium,2.348626614,1.295842767,1.398677588,0.499805421,0.146966159,20,6.863500118,0.964901149,NULL,6.796133995,Western Europe,0.034370355,0.208724052,NULL,6.930866241,2020
United Arab Emirates,2.166965961,1.431086421,1.251170993,0.652936101,0.28065598,21,6.790800095,0.787814438,NULL,6.711031437,Middle East and Northern Africa,0.040698379,0.220213518,NULL,6.870568752,2020
Malta,1.952012062,1.252513289,1.442956924,0.633239031,0.341180831,22,6.772799969,0.972042024,NULL,6.688601971,Western Europe,0.042958103,0.178864077,NULL,6.856997967,2020
France,2.053198338,1.268129349,1.458839178,0.514050901,0.112607703,23,6.663799763,1.029714227,NULL,6.590149403,Western Europe,0.037576791,0.227303237,NULL,6.737450123,2020
Mexico,2.662540197,1.024387479,1.226333499,0.553892553,0.083094485,24,6.465000153,0.831601024,NULL,6.370680332,Latin America and Caribbean,0.048122469,0.083133668,NULL,6.559319973,2020
Taiwan,2.160238743,1.327470541,1.357760668,0.449404389,0.150598705,25,6.45539999,0.878437996,NULL,6.378686428,East Asia,0.039139576,0.131516352,NULL,6.532113552,2020
Uruguay,2.167276382,1.071000457,1.425081134,0.59426707,0.132143691,26,6.440100193,0.856928885,NULL,6.351078987,Latin America and Caribbean,0.045419082,0.193425074,NULL,6.529121399,2020
Saudi Arabia,2.203118801,1.334328532,1.309950113,0.548477471,0.087440684,27,6.406499863,0.759818137,NULL,6.295693874,Middle East and Northern Africa,0.056533612,0.163322315,NULL,6.517305851,2020
Spain,1.997088432,1.230535269,1.421099186,0.425983816,0.16530548,28,6.400899887,1.051343083,NULL,6.317991257,Western Europe,0.04230037,0.109579779,NULL,6.483808517,2020
Guatemala,2.882723093,0.753815711,1.174267054,0.613146722,0.170611665,29,6.398900032,0.705952585,NULL,6.284439564,Latin America and Caribbean,0.058398303,0.0983603,NULL,6.5133605,2020
Italy,2.249505997,1.236396074,1.347296,0.321305573,0.170266211,30,6.38740015,1.022504926,NULL,6.302555561,Western Europe,0.043288074,0.040145598,NULL,6.47224474,2020
Singapore,0.937031746,1.519580126,1.39545691,0.635317206,0.218770906,31,6.377099991,1.137814283,NULL,6.311912537,Southeastern Asia,0.033258967,0.533162236,NULL,6.442287445,2020
Brazil,2.571860313,0.952679873,1.363464117,0.483292729,0.131674588,32,6.375599861,0.766119063,NULL,6.295650005,Latin America and Caribbean,0.040790688,0.106518604,NULL,6.455549717,2020
Slovenia,1.888586521,1.208652496,1.464677691,0.646700144,0.145701498,33,6.363399982,0.932548046,NULL,6.277471066,Central and Eastern Europe,0.043841314,0.076516323,NULL,6.449328899,2020
El Salvador,2.937191725,0.748940408,1.149397612,0.524043918,0.1189363,34,6.34829998,0.752730012,NULL,6.234133244,Latin America and Caribbean,0.058248438,0.117030352,NULL,6.462466717,2020
Kosovo,2.736902714,0.840481341,1.183962822,0.557280421,0.325286865,35,6.325200081,0.672709167,NULL,6.222856045,Central and Eastern Europe,0.052216277,0.008559024,NULL,6.427544117,2020
Panama,2.221176147,1.097667813,1.376149297,0.57984978,0.097207308,36,6.304800034,0.878546536,NULL,6.187739372,Latin America and Caribbean,0.059724931,0.054230526,NULL,6.421860695,2020
Slovakia,2.256422043,1.194837689,1.424331188,0.423542529,0.116729774,37,6.280600071,0.853465259,NULL,6.204360962,Central and Eastern Europe,0.03889757,0.011291441,NULL,6.35683918,2020
Uzbekistan,2.073346615,0.696652949,1.434020042,0.693270326,0.363311023,38,6.257599831,0.716703713,NULL,6.151313782,Central and Eastern Europe,0.05422755,0.280260265,NULL,6.36388588,2020
Chile,2.283012867,1.096992493,1.323286891,0.417482227,0.155579001,39,6.228499889,0.889260828,NULL,6.138881207,Latin America and Caribbean,0.045723889,0.06284935,NULL,6.318118572,2020
Bahrain,1.751917362,1.296692252,1.31532371,0.610399902,0.287453711,40,6.227300167,0.838836372,NULL,6.066811085,Middle East and Northern Africa,0.081882261,0.126697257,NULL,6.387789249,2020
Lithuania,2.238146067,1.193559647,1.432865739,0.42046079,0.053691041,41,6.215499878,0.795421183,NULL,6.128881454,Central and Eastern Europe,0.044193108,0.081350274,NULL,6.302118301,2020
Trinidad & Tobago,2.190695763,1.167641521,1.407326221,0.55293113,0.199358255,42,6.191899776,0.658828557,NULL,5.967580795,Latin America and Caribbean,0.114448458,0.015078396,NULL,6.416218758,2020
Poland,2.056797981,1.16922915,1.310399771,0.557903528,0.063374244,43,6.186299801,0.868038476,NULL,6.116719246,Central and Eastern Europe,0.035500165,0.160541251,NULL,6.255880356,2020
Colombia,2.421656609,0.93220371,1.33445096,0.526890039,0.092374094,44,6.163400173,0.810020149,NULL,6.052697659,Latin America and Caribbean,0.056480873,0.04584837,NULL,6.274102688,2020
Cyprus,2.032334805,1.21279943,1.149170756,0.459385872,0.227932334,45,6.15899992,1.026124597,NULL,6.059812069,Western Europe,0.050605938,0.051207144,NULL,6.258187771,2020
Nicaragua,2.496081114,0.620033145,1.27081275,0.560117304,0.212871477,46,6.13710022,0.803093255,NULL,6.011881828,Latin America and Caribbean,0.063886963,0.174084574,NULL,6.262318611,2020
Romania,2.412749767,1.120401621,1.1944381,0.534852326,0.068181619,47,6.123700142,0.79229486,NULL,6.030732155,Central and Eastern Europe,0.047432564,0.000829569,NULL,6.216668129,2020
Kuwait,1.840167999,1.424833655,1.244779825,0.570261419,0.132751092,48,6.102099895,0.776468933,NULL,5.997636318,Middle East and Northern Africa,0.053297732,0.112814933,NULL,6.206563473,2020
Mauritius,2.006720543,1.07366395,1.395666838,0.590838134,0.186894551,49,6.101299763,0.763389409,NULL,5.989135742,Sub-Saharan Africa,0.057226494,0.084088229,NULL,6.213463783,2020
Kazakhstan,2.021602631,1.122594237,1.453267694,0.497432142,0.153713793,50,6.057899952,0.698788941,NULL,5.973169804,Central and Eastern Europe,0.043229785,0.110463686,NULL,6.1426301,2020
Estonia,1.629928112,1.192441225,1.453232527,0.576664805,0.125136748,51,6.021800041,0.842615008,NULL,5.95126915,Central and Eastern Europe,0.035985194,0.201766819,NULL,6.092330933,2020
Philippines,2.501741886,0.775120676,1.245381713,0.621915162,0.129260212,52,6.006000042,0.602189481,NULL,5.908277512,Southeastern Asia,0.049858402,0.130385727,NULL,6.103722572,2020
Hungary,2.121845722,1.164307117,1.423009396,0.386401802,0.070491239,53,6.000400066,0.806793869,NULL,5.923032761,Central and Eastern Europe,0.039473221,0.027548173,NULL,6.077767372,2020
Thailand,1.832384109,1.007029295,1.347519517,0.609449804,0.376709014,54,5.998799801,0.793855846,NULL,5.91531086,Southeastern Asia,0.042596295,0.031837862,NULL,6.082288742,2020
Argentina,2.072540998,1.028465629,1.372543693,0.520840347,0.070100471,55,5.974699974,0.849773705,NULL,5.869954109,Latin America and Caribbean,0.053441759,0.060415059,NULL,6.079445839,2020
Honduras,2.464295387,0.598763585,1.186664104,0.568148077,0.256528199,56,5.953199863,0.791989982,NULL,5.824366093,Latin America and Caribbean,0.065731592,0.086807102,NULL,6.082033634,2020
Latvia,2.121283054,1.14139545,1.414398789,0.329198807,0.075407945,57,5.949999809,0.777902424,NULL,5.881717205,Central and Eastern Europe,0.034838136,0.090391524,NULL,6.018282413,2020
Ecuador,2.254933834,0.853383601,1.221027613,0.555234551,0.115006477,58,5.925199986,0.838837743,NULL,5.821553707,Latin America and Caribbean,0.052880634,0.086753383,NULL,6.028846264,2020
Portugal,1.752558708,1.168800831,1.339530349,0.589895189,0.053036947,59,5.910900116,0.979315281,NULL,5.806710243,Western Europe,0.053158198,0.027733466,NULL,6.015089989,2020
Jamaica,2.214436531,0.779058397,1.408289194,0.553124607,0.116268493,60,5.889800072,0.788434088,NULL,5.65344286,Latin America and Caribbean,0.120590433,0.030147785,NULL,6.126157284,2020
South Korea,1.946757078,1.245300651,1.133560538,0.25935635,0.170303866,61,5.872399807,1.022542596,NULL,5.785993099,Eastern Asia,0.044085015,0.094596282,NULL,5.958806515,2020
Japan,1.486200333,1.26672411,1.332338691,0.495465875,0.03571178,62,5.870800018,1.072881341,NULL,5.789672375,Eastern Asia,0.041391667,0.181439638,NULL,5.951927662,2020
Peru,2.213499546,0.91854918,1.208405972,0.513210058,0.091611817,63,5.796800137,0.824444175,NULL,5.67663002,Latin America and Caribbean,0.061311204,0.02703266,NULL,5.916970253,2020
Serbia,2.029040098,0.988181829,1.327448964,0.395428419,0.15028289,64,5.77820015,0.828403294,NULL,5.678803921,Central and Eastern Europe,0.050712325,0.059447147,NULL,5.877596378,2020
Bolivia,2.425928593,0.730976343,1.142350554,0.5744645,0.138375074,65,5.747499943,0.662445664,NULL,5.648234844,Latin America and Caribbean,0.050645422,0.072942637,NULL,5.846765041,2020
Pakistan,2.976876736,0.616799474,0.872979581,0.405421734,0.228705063,66,5.69329977,0.469933242,NULL,5.598795891,Southern Asia,0.048216224,0.122592121,NULL,5.78780365,2020
Paraguay,1.83412528,0.897990823,1.36819756,0.586510062,0.204299241,67,5.692100048,0.735869646,NULL,5.590262413,Latin America and Caribbean,0.051957864,0.065077379,NULL,5.793937683,2020
Dominican Republic,1.844246864,0.983191848,1.328888893,0.5628739,0.112196781,68,5.689199924,0.741901696,NULL,5.552330494,Latin America and Caribbean,0.069831297,0.115945682,NULL,5.826069355,2020
Bosnia and Herzegovina,2.16724205,0.91839546,1.203986526,0.305365741,0.264005244,69,5.674099922,0.813928187,NULL,5.583183289,Central and Eastern Europe,0.046385963,0.001172487,NULL,5.765016556,2020
Moldova,2.370968342,0.707916796,1.237312198,0.389571488,0.174049184,70,5.607500076,0.713299453,NULL,5.524640083,Central and Eastern Europe,0.042275578,0.014378744,NULL,5.690360069,2020
Tajikistan,2.25650835,0.474874616,1.218377709,0.521141171,0.182417125,71,5.555699825,0.680594802,NULL,5.492349625,Central and Eastern Europe,0.032321576,0.221779913,NULL,5.619050026,2020
Montenegro,1.880565882,1.010150075,1.265657902,0.303223848,0.14901033,72,5.54610014,0.839028895,NULL,5.450088024,Central and Eastern Europe,0.04898582,0.098435111,NULL,5.642112255,2020
Russia,1.815716743,1.126999617,1.378644109,0.399499595,0.099041916,73,5.546000004,0.68044591,NULL,5.468365192,Central and Eastern Europe,0.039609671,0.045699362,NULL,5.623634815,2020
Kyrgyzstan,2.060206652,0.513180971,1.341036677,0.614617765,0.30137074,74,5.541500092,0.680645883,NULL,5.455892086,Central and Eastern Europe,0.043677468,0.030466691,NULL,5.627108097,2020
Belarus,1.8069911,1.018854499,1.38713932,0.290755868,0.08993306,75,5.539899826,0.75258857,NULL,5.467262268,Central and Eastern Europe,0.037060037,0.193607435,NULL,5.612537384,2020
